EquipmentNumber,Region,Destination,DMFCategory,StartGridRefEN,TypeofInstall,InstallLocation,TypeOf,CounterNetwork,CounterType,active,date,longitude,latitude
100086426,SSI,Tuatapere walks and picnic area,Local Treasure,1189104-4878473,Long term,Tuatapere Domain Tracks,Pedestrian Counter - Pad,National,Counter Electronic V,red,2016-10-02,167.681346734579,-46.1234180964964
100086427,SSI,Invercargill walks and picnic areas,Local Treasure,1265794-4834462,Long term,Waituna Lagoon Loop Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-04,168.639453404001,-46.5602224461879
100086431,ESI,Ashburton Lakes/Hakatere activities,Local Treasure,1451530-5172755,Long term,"Hakatere Heron Rd, Buicks Bdg",Vehicle Counter - Low Speed,Regional,Counter Electronic V,red,2019-10-19,171.160990853115,-43.5833852436055
100086444,LNI,Manawatu Gorge walk,Gateway,1838215-5532386,Long term,Manawatu Gorge Track Midway,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-16,175.80387858625,-40.3250935148184
100086445,LNI,Manawatu Gorge walk,Gateway,1838990-5530948,Long term,Manawatu Gorge Track Klein,,National,Counter Electronic V,navy,2021-07-14,175.813527967257,-40.3378118336921
100086446,LNI,Manawatu Gorge walk,Gateway,1839237-5530820,Long term,Manawatu Gorge Loop Track,,National,Counter Electronic V,navy,2021-07-15,175.816480398676,-40.3388928844838
100086447,LNI,Ruahine FP (western access) backcountry,Back Country,1865237-5602958,Long term,Iron Bark Hut to Otukota,,National,Counter Electronic V,red,2012-08-22,176.092708207986,-39.6820484698403
100086448,LNI,Ruahine FP (western access) backcountry,Back Country,1856665-5558027,Long term,Takapari Road to Diggers Hut,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2014-08-11,176.010534576303,-40.0889370716981
100086449,LNI,Taihape/Hunterville/Rangitikei activitie,Local Treasure,1838298-5589693,Long term,Mangaweka Scenic Reserve,,National,Counter Electronic V,red,2017-11-28,175.78376623579,-39.8093663893252
100086451,LNI,Manawatu Gorge walk,Gateway,1835628-5534311,Long term,"Manawatu Gorge Track, Ashhurst",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-07,175.772753384986,-40.308504760163
100086452,LNI,Ruahine FP (western access) backcountry,Back Country,1860646-5594526,Long term,Kawhatau Base to Colenso Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2018-08-29,176.042583123288,-39.7593283308513
100086453,LNI,Ruahine FP (western access) backcountry,Back Country,1860451-5594203,Long term,Kawhatau Base to McKinnon Hut,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2018-08-28,176.040437778743,-39.7622941335573
100086454,LNI,Ruahine FP (western access) backcountry,Back Country,1859716-5585561,Long term,Kelly Knight Track,,National,Counter Electronic V,red,2017-09-28,176.035288738952,-39.8402745089158
100086455,LNI,Ruahine FP (western access) backcountry,Back Country,1859875-5588477,Long term,Purity Hut Track,,National,Counter Electronic V,red,2013-05-14,176.035988389244,-39.8139895007912
100086456,LNI,Rangiwahia track,Gateway,1856699-5579709,Long term,Rangiwahia Hut Track,,National,Counter Electronic V,navy,2021-08-01,176.002371460296,-39.8938454050231
100086457,LNI,Ruahine FP (western access) backcountry,Back Country,1857407-5572434,Long term,Oroua Carpk to ANH Lodge,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2016-08-28,176.013512704721,-39.9590872038645
100086458,LNI,Ruahine FP (western access) backcountry,Back Country,1857510-5569617,Long term,Deerford Loop Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2017-11-16,176.0158317074,-39.9844013834207
100086459,LNI,Ruahine FP (western access) backcountry,Back Country,1854346-5562455,Long term,Mid Pohangina Track,,National,Counter Electronic V,red,2015-05-14,175.981629787578,-40.0497997744539
100086460,LNI,Taihape/Hunterville/Rangitikei activitie,Local Treasure,1815860-5573258,Long term,Bruce Park Loop Track,,National,Counter Electronic V,navy,2021-07-06,175.527330110032,-39.96329248025
100086461,LNI,Ruahine FP (western access) backcountry,Back Country,1844304-5547715,Long term,No. 1 Line Track to Lookout,,National,Counter Electronic V,red,2017-12-06,175.869626811101,-40.1854035842973
100086478,AKL,Muriwai walks,Local Treasure,1729135-5921592,Long term,"Goldie Bush, Constable Road",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2020-11-12,174.448324590026,-36.8427578155622
100086522,AKL,Great Barrier campsites/walks,Local Treasure,1812769-5994447,Long term,Warrens Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2020-02-24,175.36567689325,-36.1714017206754
100086553,WSI,Okarito walks,Gateway,1368877-5210067,Long term,Okarito Trig Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-14,170.154009920754,-43.2267901430501
100086690,NNI,Ruapekapeka - Potential Icon,Icon,1703544-6076151,Long term,"Ruapekapeka Pa, Carpark",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-01,174.141003568269,-35.4527296477191
100086994,ESI,Twizel activities,Local Treasure,1370872-5093156,Long term,Twizel River Trail,,National,Counter Electronic V,red,2013-07-20,170.128674246174,-44.2787524810638
100087013,SSI,Oteake Conservation Park backcountry,Back Country,1354445-5039755,Long term,"Oteake, Manuherikia Rd",Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-02-12,169.897715375168,-44.7534485851551
100087014,SSI,Oteake Conservation Park backcountry,Back Country,1354070-5039900,Long term,"Oteake, Manuherikia Rd West",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-22,169.893054564707,-44.7520164433574
100087015,SSI,Oteake Conservation Park backcountry,Back Country,1364153-5023925,Long term,"Oteake, Johnstones Creek",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-02-14,170.012847240315,-44.8990243126471
100087016,SSI,Oteake Conservation Park backcountry,Back Country,1382298-5020867,Long term,"Oteake, Mt Buster Rd",Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-05-01,170.241071494118,-44.9322986779278
100087221,NSI,Abel Tasman Coast Track,Icon,1604202-5469210,Long term,"Abel Tasman Track, Falls River",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-09,173.049909311327,-40.9282195532633
100087633,CNI,Mid Tongariro River Walks,Icon,1843676-5679238,Long term,Tongariro River Walkway,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-02,175.813918808682,-39.0019635001451
100087634,CNI,Western Kaimanawa access/activities,Local Treasure,1843944-5662198,Long term,Tree Trunk Gorge,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-22,175.823120155364,-39.1552538862955
100087637,CNI,Kinloch/Western Bays activities,Local Treasure,1853133-5717203,Long term,"Great Lake Trail, Kawakawa Bay",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-26,175.909045213377,-38.6575974271002
100087638,CNI,Kinloch/Western Bays activities,Local Treasure,1853126-5717204,Long term,"Great Lake Trail, Kawakawa MTB",Bicycle Counter - Twin Rail,Regional,Counter Electronic V,navy,2021-07-19,175.908964500162,-38.6575904267054
100087639,CNI,Upper Waikato River Tracks,Gateway,1868816-5717274,Long term,"Rotary Ride, Spa-Huka Cycle Tk",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-19,176.089013204416,-38.6523396650295
100087640,CNI,Kinloch/Western Bays activities,Local Treasure,1854846-5716032,Long term,"Great Lake Trail, W2K Track",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-19,175.929137141526,-38.667645469497
100087641,CNI,Kinloch/Western Bays activities,Local Treasure,1854845-5716033,Long term,"Great Lake Trail, W2K Tk MTB",Bicycle Counter - Twin Rail,National,Counter Electronic V,navy,2021-07-19,175.929125294713,-38.6676367571594
100087648,AKL,Warkworth walks,Local Treasure,1761509-5984619,Long term,Goat Island Bay Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-17,174.798060339078,-36.2698684380709
100087675,CNI,Whakapapa Holiday Park & Village walks,Gateway,1824125-5658142,Long term,Tama lakes Track,,National,Counter Electronic V,navy,2021-07-05,175.595330669772,-39.1970944503295
100087676,CNI,Old Coach Road,Icon,1806484-5637794,Long term,Ohakune Old Coach Road,Pedestrian Counter - Pad,National,Counter Electronic V,red,2019-02-27,175.397467043676,-39.3846584419295
100087838,HWT,Pureora Forest Park activities,Local Treasure,1822586-5734053,"",Barryville Walk,Vehicle Counter - Pneumatic,National,Counter Electronic V,yellow,2021-03-11,175.552960207358,-38.5140990701744
100087861,HWT,New Plymouth walks and historic sites,Local Treasure,1697010-5671508,Long term,Araheke Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-05-10,174.12188335041,-39.1001728509399
100087862,HWT,Dawson Falls (Maunga Taranaki),Gateway,1695413-5646564,Long term,Kapuni Loop Track,Pedestrian Counter - Structure,Regional,Counter Electronic V,navy,2021-07-12,174.106941058334,-39.3250782461618
100087869,HWT,Ruakuri Walk,Gateway,1785472-5762918,Long term,Opapaka Pa,Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-04-01,175.119971355906,-38.2626440601252
100087870,HWT,Waitomo/West Coast walks & picnic areas,Local Treasure,1783719-5763263,Long term,Waitomo Walkway,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-04-01,175.099857329566,-38.2598970559155
100087872,HWT,Pureora Forest Park activities,Local Treasure,1830531-5731310,Long term,Mt Pureora Track,Pedestrian Counter - Structure,National,Counter Electronic V,yellow,2020-10-13,175.644901657755,-38.5367714891952
100087873,HWT,Kakaho Campsite,Gateway,1836434-5728081,Long term,Rimu Track,Pedestrian Counter - Structure,National,Counter Electronic V,blue,2021-05-04,175.713650906901,-38.5642897522408
100087874,HWT,Pureora Forest Park activities,Local Treasure,1823198-5733882,Long term,Totara Walk,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-05,175.560027640136,-38.5154854068959
100087875,HWT,Ruakuri Walk,Gateway,1781694-5762596,Long term,Ruakuri Walkway,Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-05-06,175.076897373851,-38.2663162416637
100088064,HWT,Mt Pirongia backcountry,Back Country,1781246-5789492,Long term,Hihikiwi Track,,National,Counter Electronic V,navy,2021-06-09,175.064936862748,-38.0241601372283
100088088,SSI,St Bathans,Gateway,1348010-5026762,Long term,Blue Lake Loop Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-02-24,169.810103571807,-44.8679972757905
100088207,CNI,Karangahake,Icon,1841051-5854264,Long term,"Karangahake, Windows Walk",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-05-31,175.724209693756,-37.4270826648969
100088217,HWT,Kaniwhaniwha Amenity Area,Gateway,1782962-5800936,Long term,Nikau Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-11,175.081561449835,-37.9207394534677
100088218,HWT,Bombay / Meremere SH1 walks,Local Treasure,1797548-5818959,Long term,Whangamarino Historic Walk,Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-04-13,175.242471855093,-37.7553690821461
100088268,WSI,Reefton walks and other activities,Local Treasure,1511913-5328334,Long term,Progress Waterace Walk,Pedestrian Counter - Pad,National,Counter Electronic V,red,2016-05-11,171.933163630421,-42.1921896831383
100088339,CNI,Whakatane walks,Local Treasure,1957591-5788826,Long term,Tauwhare Pa Historic site/walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-29,177.070847876028,-37.9777781772939
100088346,SSI,Coastal Catlins activities,Local Treasure,1320024-4835784,Long term,McLean Falls Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-26,169.346208497492,-46.5731208093163
100088687,WSI,Reefton walks and other activities,Local Treasure,1508393-5334983,Long term,Murray Creek Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-17,171.891585512925,-42.1319129367436
100088703,SSI,Wanaka/Lake Hawea activities,Local Treasure,1299556-5044415,Long term,Upper Clutha River tk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-02,169.208377833555,-44.6906677668451
100088706,TUT,Lake Waikaremoana campsites & activities,Local Treasure,1962010-5703850,Long term,Lake Waikareiti Walk,,National,Counter Electronic V,red,2012-05-25,177.16464027661,-38.7398549384375
100088707,TUT,Lake Waikaremoana campsites & activities,Local Treasure,1961861-5703302,Long term,Aniwaniwa Visitor Centre,Pedestrian Counter - Structure,Regional,Counter Electronic V,red,2014-11-26,177.163216836796,-38.7448413289248
100088878,HWT,Stony Bay Campsite,Gateway,1816815-5956718,Long term,"Coromandel WWay, Stony Bay",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-07,175.421128851573,-36.5103446258521
100088879,HWT,Stony Bay Campsite,Gateway,1814377-5960567,Long term,"Coromandel WWay, Fletcher Bay",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-07,175.39285846614,-36.4762248018179
100088880,HWT,Fantail Bay/Port Jackson campsites,Local Treasure,1810374-5961106,Long term,Muriwai Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-07,175.34806501725,-36.472257069807
100088881,HWT,Pauanui/Tairua walks,Local Treasure,1850970-5906694,Long term,Whenuakite Kauri Walk,Pedestrian Counter - Structure,Regional,Counter Electronic V,red,2019-12-17,175.818572392893,-36.9524124896766
100088886,HWT,Kauaeranga Kauri Trail,Gateway,1837963-5895642,Long term,Webb Creek To Hydro Camp,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-27,175.676131666156,-37.0553075981484
100088891,HWT,Kauaeranga Valley,Gateway,1835412-5894790,Long term,"Wainora Kauri Tk, Cookson Walk",Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-04-30,175.647737937285,-37.0636231179612
100088892,HWT,Kauaeranga Valley,Gateway,1835137-5895538,Long term,Wainora Kauri Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-28,175.644414000208,-37.0569565724049
100088893,HWT,Kauaeranga Kauri Trail,Gateway,1837281-5894133,Long term,Billy Goat Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-28,175.668945781421,-37.0690681573902
100088894,HWT,Western Coromandel bush walks & camping,Local Treasure,1825929-5899214,Long term,Waiomu Kauri Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-31,175.539849207308,-37.0261151176786
100088895,HWT,Whitianga walks,Local Treasure,1851785-5932558,Long term,Opito Pa Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-13,175.819149301093,-36.7193231028184
100089136,SSI,Alexandra activities,Local Treasure,1309403-4972268,Long term,Mitchell's Cottage Historic,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-30,169.290721233969,-45.3428356673525
100089166,SSI,Stewart Island walks,Local Treasure,1230684-4794831,Long term,Ackers Point Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-06,168.151120053703,-46.8972476372747
100089167,SSI,Stewart Island backountry,Back Country,1227010-4795101,Long term,Fern Gully Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-06,168.103283007883,-46.892776273845
100089168,SSI,Stewart Island backountry,Back Country,1223320-4792496,Long term,"Millers Beach, Whalers Base Tk",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-23,168.052870020385,-46.9140515129311
100089169,SSI,Stewart Island walks,Local Treasure,1227857-4793851,Long term,"Ryans Creek Tk, Vaila Voe Bay",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-05,168.113340652887,-46.9044584610786
100089170,SSI,Rakiura Track,Gateway,1220737-4794947,Long term,North Arm Hut to Kaipipi Pt Tk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-21,168.021116575152,-46.8906096218789
100089171,SSI,Stewart Island backountry,Back Country,1224950-4801723,Long term,Pt William Camp - Bungaree Hut,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-12,168.081778808066,-46.8322465641745
100089172,SSI,Rakiura Track,Gateway,1220744-4795588,Long term,Maori Beach Hill-North Arm Tk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-22,168.021741151106,-46.8848670858607
100089173,SSI,Stewart Island backountry,Back Country,1215731-4789336,Long term,Freds Camp-Rakeahua Hut Trk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-23,167.950923810399,-46.9380334760296
100089174,SSI,Stewart Island backountry,Back Country,1220775-4790252,Long term,Pryse Peak Route Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-23,168.017704598116,-46.9327213930056
100089223,HWT,Waitomo/West Coast walks & picnic areas,Local Treasure,1766225-5763540,Long term,Mangapohue Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-06,174.899947672541,-38.2608092555197
100089224,HWT,Piopio walks and picnic areas,Local Treasure,1788741-5733917,Long term,Omaru Falls Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-05,175.165090051026,-38.5231424204646
100089225,HWT,Pureora Forest Park activities,Local Treasure,1826004-5734801,Long term,Forest Tower Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-29,175.591884627591,-38.5065039811424
100089226,HWT,Pureora Forest Park activities,Local Treasure,1832892-5713558,Long term,Waihaha Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-04,175.677901624985,-38.6959620458632
100089227,HWT,Pureora Forest Park activities,Local Treasure,1831817-5718823,Long term,Waihora Lagoon Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-10-15,175.663794950056,-38.6488483379076
100089228,HWT,Piopio walks and picnic areas,Local Treasure,1763181-5748723,Long term,Waitanguru Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-08-30,174.868596941804,-38.3948329426199
100089312,HWT,Thames Coast/Kauaeranga backcountry,Back Country,1831378-5896743,Long term,Memorial Loop South,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-05,175.601808583596,-37.0470400996527
100089314,HWT,Thames Coast/Kauaeranga backcountry,Back Country,1829466-5898692,Long term,Te Puru Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-20,175.579734134371,-37.0299583784835
100089320,HWT,Thames Coast/Kauaeranga backcountry,Back Country,1840250-5891311,Long term,Hihi Trig Track,,National,Counter Electronic V,red,2020-06-08,175.703210296778,-37.0937222596241
100089347,SSI,Queenstown activities,Local Treasure,1248317-5000028,Long term,Mt Crichton Loop Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-15,168.532763333677,-45.0657690372459
100089348,SSI,Glenorchy/Kinloch activities,Local Treasure,1235618-5023807,Long term,Glenorchy Lagoon Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-15,168.389126281901,-44.8459908940352
100089349,SSI,Greenstone/Caples Tracks,Gateway,1232699-5013714,Long term,Lower Greenstone Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-27,168.344995425812,-44.935053781971
100089444,SSI,Bendigo,Gateway,1313027-5017807,Long term,Bendigo Historic Reserve,Vehicle Counter - Low Speed,National,Counter Electronic V,navy,2021-07-01,169.363020787526,-44.9352317565981
100089684,CNI,Rotorua Lakes backcountry,Back Country,1889507-5794596,Long term,Kaharoa track,,National,Counter Electronic V,red,2019-04-13,176.294769869385,-37.9501290584303
100089728,SSI,Arrowtown Chinese Settlement,Icon,1270875-5015485,Long term,Chinese Settlement Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-11,168.828616763406,-44.9378369175879
100090097,AKL,Auckland walks,Local Treasure,1752472-5939977,Long term,"Okura Walkway, Haigh Road",Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-04-28,174.70629086287,-36.6736184087638
100090098,AKL,Muriwai walks,Local Treasure,1729068-5916598,Long term,"Te Henga Tk, Bethells Road",Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-07-07,174.448422768942,-36.8877716371647
100090099,AKL,Muriwai backcountry,Back Country,1728535-5920948,Long term,"Te Henga Tk, Constable Road",Pedestrian Counter - Structure,National,Counter Electronic V,navy,2021-07-12,174.441706155503,-36.8486432003039
100090204,HWT,Pureora Timber Trail,Icon,1824183-5733808,Long term,Pureora-Timber Trail,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-16,175.571338546838,-38.515904176556
100090745,SSI,Otago Central Rail Trail,Icon,1380323-4968765,Long term,"Otago CRT, Rock & Pillar",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-02,170.193142502162,-45.4001372602262
100090866,HWT,Waitomo/West Coast walks & picnic areas,Local Treasure,1782279-5763060,Long term,Waitomo Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-06,175.083460859936,-38.2620186913644
100090876,HWT,Waitomo/West Coast walks & picnic areas,Local Treasure,1761746-5763739,Long term,Marakopa Falls Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-14,174.848732337359,-38.2598343115805
100090883,HWT,Tawarau/Whareorino backcountry,Back Country,1770803-5757810,Long term,Tawarau Falls Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-06,174.953629816179,-38.3115618615894
100091109,LNI,Whareroa Farm,Gateway,1767124-5462229,Long term,Whareroa Forest Loop Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-30,174.986332676291,-40.9740018244737
100091196,HWT,North Taranaki walks and historic sites,Local Treasure,1755047-5690580,Long term,Mt Damper Falls Walk,Pedestrian Counter - Structure,Regional,Counter Electronic V,blue,2021-04-14,174.788477522261,-38.9200046204297
100091197,HWT,New Plymouth walks and historic sites,Local Treasure,1733991-5695213,Long term,Whitecliffs Walkway,,National,Counter Electronic V,blue,2021-04-13,174.544779107785,-38.8817375622116
100091333,CNI,Mountain to the Sea Cycle Trail,Gateway,1771735-5657479,Long term,Mangapurua Track,,National,Counter Electronic V,red,2019-05-24,174.989225337434,-39.2149997147678
100091334,CNI,Mountain to the Sea Cycle Trail,Gateway,1780558-5657422,Long term,"Mangapurua Track, Quad",Vehicle Counter - Low Speed,National,Counter Electronic V,red,2017-03-22,175.091376262933,-39.2137234756212
100091779,SSI,Lake Wanaka islands,Local Treasure,1289378-5059342,Long term,Mou Waho Island,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-02-04,169.08924949057,-44.5522681897253
100091936,NSI,Takaka walks,Local Treasure,1577931-5477310,Long term,Pupu Hydro Walkway,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-27,172.738164229476,-40.8549650849196
100092016,NSI,Matakitaki/D'Urville backcountry,Back Country,1571403-5359815,Long term,Sabine / Durville Tk,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2013-06-13,172.655168105953,-41.9130966154674
100092087,WSI,Denniston Brakehead,Icon,1499852-5378886,Long term,Denniston Historic Brakehead,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-31,171.795724388113,-41.7355319035503
100092292,CNI,Opotiki/Waioeka Gorge activities,Local Treasure,1983966-5786708,Long term,"Tirohanga Tk, Pukeariki Kellys",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-18,177.371457513677,-37.9860473969129
100092345,ESI,St James cycle trail and backcountry,Back Country,1567256-5310988,Long term,"McArthur Tk, Saddle Spur",,National,Counter Electronic V,red,2020-01-16,172.602422574488,-42.3526833791663
100092346,ESI,Lewis Pass/Lake Sumner backcountry,Back Country,1578492-5325529,Long term,"St James Cycle T, Mailing Pass",,National,Counter Electronic V,yellow,2021-03-04,172.739388626759,-42.2221172620908
100092536,ESI,Craigeburn Forest Park activities,Local Treasure,1495300-5215300,Long term,"Craigeburn MTB Tks, Hogs Back",Pedestrian,National,Counter Electronic V,yellow,2020-12-02,171.711123634878,-43.2078236149726
100092753,CNI,MotuTrails National Cycleway NZCT,Back Country,1988638-5771026,Long term,Pahiki Tk (lower),Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-04,177.433011414357,-38.1249759265204
100092755,WSI,Hokitika activities,Local Treasure,1438460-5242139,Long term,"Hokitika Gorge, Diasabled Walk",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-01,171.019550071704,-42.9562651181552
100092802,HWT,Pureora Forest Park (north) backcountry,Back Country,1824314-5738675,Long term,Waipapa Loop Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-11,175.571280765336,-38.4720534003178
100092804,HWT,Pureora Forest Park activities,Local Treasure,1833070-5732445,Long term,Central North Island Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-10-10,175.673624149032,-38.5258924870213
100092815,HWT,Hamilton backcountry,Back Country,1798438-5783115,Long term,Kakepuku Track,,National,Counter Electronic V,navy,2021-08-13,175.262438782117,-38.0779880604251
100092816,HWT,North & west Hamilton walks & bike trail,Local Treasure,1788647-5829482,Long term,Waterworks Walk,,National,Counter Electronic V,blue,2021-04-22,175.138771226079,-37.6624668594648
100092817,HWT,North & west Hamilton walks & bike trail,Local Treasure,1787261-5827045,Long term,Hakarimata Rail Trail,Pedestrian,National,Counter Electronic V,navy,2021-06-23,175.123693273178,-37.684701216985
100092818,HWT,Pirongia FP walks & mountain bike trails,Local Treasure,1786253-5796014,Long term,Tirohanga Chicaine-Corcoran Rd,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-04-30,175.120253758977,-37.964402880893
100092819,HWT,Pirongia FP walks & mountain bike trails,Local Treasure,1788733-5795472,Long term,Mahaukura Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-05,175.148609570355,-37.9687723535029
100092824,CNI,Opotiki/Waioeka Gorge activities,Local Treasure,1980709-5786504,Long term,"Tirohanga Tk, Wairakaia Rd",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-30,177.334582735203,-37.9892520979297
100092835,NSI,Abel Tasman National Park backcountry,Back Country,1591516-5468155,Long term,Rameka Mountainbike Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-01,172.899216791281,-40.9376901136473
100092836,NSI,Te Waikoropupu Springs,Icon,1580602-5478090,Long term,Te Waikoropupu Springs Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-27,172.76987813291,-40.8480061101078
100092905,LNI,Ruahine FP (eastern access) backcountry,Back Country,1878856-5596785,Long term,Yeomans Track,,National,Counter Electronic V,red,2019-08-28,176.253883659203,-39.7332435675928
100092907,LNI,Sunrise tk,Gateway,1873603-5590212,Long term,Sunrise Track,,National,Counter Electronic V,yellow,2021-01-25,176.195413373534,-39.7940763561945
100092908,LNI,Ruahine FP-central east access activitie,Local Treasure,1873909-5590167,Long term,Swamp Track,,National,Counter Electronic V,yellow,2021-01-27,176.19900068441,-39.7943827603028
100092909,LNI,Ruahine FP (eastern access) backcountry,Back Country,1868717-5572361,Long term,Longview Track,Track,Regional,Counter Electronic V,yellow,2021-01-12,176.14576688207,-39.9562280795819
100092910,LNI,Manawatu Gorge walk,Gateway,1835604-5534152,Long term,Tawa Loop Track,,National,Counter Electronic V,navy,2021-07-07,175.772529829887,-40.3099423276412
100092911,LNI,Ruahine FP (eastern access) backcountry,Back Country,1846239-5540736,Long term,Coppermine Track,,National,Counter Electronic V,yellow,2021-03-22,175.89500173844,-40.2476348937642
100092912,LNI,Beehive Creek Tramping Track,Back Country,1840001-5550523,Long term,Beehive Creek Walkway,,National,Counter Electronic V,yellow,2020-07-04,175.818095366889,-40.1613768729222
100092915,LNI,Takapari 4WD road,Local Treasure,1853000-5561243,Long term,Takapari Road,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2014-08-11,175.966344203984,-40.061109709122
